Country,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Malawi,MWI,"939,176277761","990,8480483833","892,4252274271","965,383473887","877,2542483169","1025,9307013018","1079,8823939889","1099,2833207142","1118,7153362714","1127,3816081067","1119,1016865313","1038,509426233","1030,5605389658","1062,0123321242","1090,4081099744","1095,6557148376","1115,4382316378","1188,3546814579","1242,8602342147","1307,8082228029","1357,8717236842","1383,5809650699","1370,3028479387","1401,6600117653","1440,8076601281","1440,8422831813","1437,0416919778","1454,7774924497","1478,4248356579","1517,7031693919","1489,6013808411","1491,1338879169"
Malaysia,MYS,"10607,7693717185","11297,5920238097","11963,2676704259","12785,8336730708","13579,7142353889","14508,4602517248","15533,755185376","16231,7988202436","14650,202096579","15161,4072950016","16089,861265572","15762,7774514835","16199,7332401781","16723,9251220156","17439,764284459","17951,3920985923","18535,0540357923","19278,4237859572","19792,2682013081","19110,7525580209","20171,8806334656","20900,3222206047","21690,4566730269","22350,908174307","23328,3437775872","24151,2591377915","24859,7996622172","25935,1426975539","26835,8096980631","27674,4016160348","25830,9717214351","26333,1563380692"
North America,NAC,"39657,7616794072","39092,2714191448","39919,6270468012","40489,7315076577","41612,56891487","42230,5622990058","43321,7814834309","44716,2421839207","46172,8453726424","47863,4272711038","49315,6450117381","49325,836491858","49744,3141501011","50654,5763072519","52088,9154369043","53395,3711478822","54346,2132943969","54915,9020719539","54497,3072245245","52588,1490577686","53567,1632902456","54059,6875907699","54844,6964528989","55471,0282233873","56336,3018749086","57338,9672566915","57818,887914757","58746,9576152313","60097,0985344064","61114,5127609816","58719,1571894522","62042,6616271207"
Namibia,NAM,"6223,4529914912","6510,0120982024","6758,1027062322","6439,2511663758","6346,2985924719","6401,0228937531","6426,3798727947","6526,7978804266","6575,7633874046","6635,539117641","6713,0025527483","6655,7502480488","6855,838809757","7046,1475074753","7812,8614337594","7914,7328365068","8373,4826285816","8714,1034528218","8826,2735973817","8726,681848503","9115,5065080165","9431,0441943855","9747,819715816","10122,1544732686","10554,5647485551","10813,2266245939","10627,6351134727","10335,2674233219","10266,1705492656","10009,5780666664","9048,1835225634","9137,797062376"
Niger,NER,"1077,9114647422","1040,3633674699","1028,6551635977","999,9226533535","986,2578185213","977,4825374646","946,0726005986","929,0134931895","987,7097136248","952,4995801948","909,3170049411","942,2681551976","954,8762437427","942,0054076298","912,4657946916","944,8481970271","965,3572525298","960,0925565412","997,0244403944","979,6540294311","1024,738364706","1010,3269949791","1075,1459821809","1089,8731397177","1119,1372120076","1124,410076494","1143,8607014417","1155,9735590455","1193,2656164011","1217,4459864823","1214,5465562108","1186,5768088454"
Nigeria,NGA,"3259,5811750903","3188,5103134885","3253,0339197192","3106,4148255588","2972,5049500425","2895,3505885042","2941,561330119","2952,5192473011","2953,4780343962","2896,1479085242","2963,2740977763","3056,5112854733","3431,7328614654","3585,9946031434","3813,5274212491","3951,1828185595","4079,1356538294","4231,7641568009","4396,8005545659","4622,3635403593","4857,2662707774","4975,6382013348","5045,4717202882","5238,8326721415","5424,924511249","5429,0996208583","5209,0741550901","5120,0055977791","5089,7776340209","5076,3682902062","4865,0868321691","4922,6324522864"
Nicaragua,NIC,"3409,7759323466","3325,091579246","3262,6295515969","3178,3640665814","3214,4527745005","3334,7903764071","3479,6949594198","3555,9700630917","3629,6925073825","3827,1252438507","3927,0619246696","3989,1873299353","3968,6370579425","4019,7146739691","4183,6080113643","4308,0150162818","4425,9719247365","4586,2712047092","4676,9057819909","4457,9337616121","4586,8738750212","4805,4021080322","5042,8034460481","5214,5286023962","5385,4985020641","5563,0040951117","5734,3551138194","5915,3754433542","5636,6398864769","5348,9873154608","5181,7270421794","5638,7479307585"
Netherlands,NLD,"36461,4190196424","37057,5831275013","37405,9299673421","37613,2521936233","38494,2178517725","39498,1368221301","40691,8903167389","42235,4890688287","43933,5681069516","45839,1314634489","47422,2034047837","48160,7843668965","47958,3319661157","47806,8844286609","48586,7046242077","49467,4354267059","51097,3626113331","52909,9697572206","53848,2522316971","51607,6057272318","52032,9865022429","52594,2290064164","51860,0559942119","51640,0766862304","52186,9973861206","52974,1162200949","53847,8265545448","55088,6338006744","56060,9136269404","56784,0372529824","54275,0030465677","56617,3517924422"
Norway,NOR,"42136,6031677456","43229,9163195117","44517,4357160017","45512,3902170491","47541,7667101406","49260,9695215676","51476,1992154047","53903,4378206491","54989,7027325446","55713,7558893203","57127,3819959897","58018,3114261599","58540,8454427638","58728,1569902155","60699,5665822807","61870,3645561435","62846,9386813354","64062,4393106033","63570,3414789942","61689,5585425125","61353,4773254345","61157,1299274456","61990,6923569269","61878,9751793609","62390,1303126574","62987,5162863772","63104,0807823312","64050,7561654659","64341,2586813606","64385,0059928545","63548,0008158322","65662,1743876638"
Nepal,NPL,"1554,6020430045","1611,3595128173","1631,2307153775","1649,0081280724","1741,3093608587","1760,4449633104","1815,3126161265","1868,7837999361","1888,2875344128","1935,6917228042","2020,8554379657","2084,1999991728","2055,7227160552","2107,640965455","2179,0930150133","2230,7891604005","2285,5122135776","2346,2592228798","2473,9417434869","2572,1750796363","2682,6986976813","2763,8288452105","2886,0975223232","2982,2869997402","3152,2932614114","3260,0349980388","3244,6742997608","3495,5288004831","3719,3077754344","3922,0813312464","3761,8027875187","3831,9483953015"
Nauru,NRU,,,,,,,,,,,,,,,"5343,4282852381","5190,0432973678","5689,8446181587","4400,8516425212","5391,4215882003","5887,298454512","6536,3327241286","7160,599219156","7851,3754020544","10015,1237595363","12390,3685046889","12567,816289529","12729,8608861998","11746,626949751","12209,9479164263","12000,6115195736","11958,1716233181","11947,3948360866"
New Zealand,NZL,"28031,9971482032","26415,0013258871","26427,3534888591","27797,7107865736","28834,7282189649","29757,4744238664","30349,2065559529","30567,5166561664","30539,1016675236","32035,0456929657","32772,5820905748","33708,7045068583","34676,7952859871","35546,0964250832","36432,4904779381","37219,8029507147","37828,1868466129","38611,9803208566","37860,1125567697","37432,83357294","37583,1117375107","38137,4906073895","38780,6056237848","39521,0755453425","40353,1060552186","41020,3125760606","41620,3479648419","42218,5377148394","42862,0709769574","43110,3712370682","41642,0280947517","42915,452980144"
OECD members,OED,"29517,6342831369","29654,1341861487","30024,2172490944","30151,8356413598","30824,2291924909","31378,9859482946","32131,8722812474","33040,5386745206","33751,066986633","34587,6386707892","35757,919330293","35967,5205062504","36266,1065275714","36741,1282747283","37695,9952511583","38503,175486217","39434,6626079801","40206,8147978385","40090,5715219537","38440,0049764904","39375,8633781591","39991,9845330233","40285,5016007594","40654,3301580318","41247,8855614659","42015,4116082499","42528,5464961803","43383,660342992","44167,4434880773","44701,9201732824","42548,1694934388","44827,187530807"
Oman,OMN,"30462,2010842738","30766,7157828161","31842,5573571713","32354,7370560932","32635,1762378405","33650,8630770207","34090,8036903491","35574,1333993771","35967,3218626829","35573,591108352","37392,2460084027","38568,3171126044","37683,4196290656","36256,346383465","36170,6752465376","36388,4441872345","37662,5172708994","38659,353306432","41114,2391363025","42875,1133681902","40819,9384818357","37745,452145028","37270,5865196308","36330,4785575811","35032,2568523309","35188,0237597531","35229,9541897252","34218,3881261022","34212,1067685769","33814,1116228719","33098,2098998097","34294,7646728045"
Other small states,OSS,,,,,,,,,,,"13508,1324453221","13851,3656339197","14239,811759433","14662,5552870802","15675,3480550648","16239,536155345","17430,7280874031","18565,5607210554","19332,4968429987","19082,5290977851","20172,7864256459","21217,8946677391","21526,2000925068","21823,7137420248","22113,6493543562","22162,5980438235","22253,1442924868","22108,0321464483","22178,8727823072","22310,2822510421","20952,1334595741","21565,8765852005"
Pakistan,PAK,"3061,5333876405","3114,2420988404","3267,2906884217","3240,7355492762","3265,6512791839","3328,0019204879","3384,6099857117","3319,8694721948","3307,5100883732","3331,9530412172","3368,6818968547","3382,2048384196","3381,1408131162","3499,0186024128","3679,9071155037","3836,0902870779","3978,0193269952","4081,9118853582","4061,8865067596","4084,8253730213","4058,0086198212","4082,44948754","4150,3256403677","4266,7114181216","4403,6726116758","4552,6056539695","4746,7175576731","4891,7197739324","5113,4342923234","5157,546571801","5004,3522419187","5232,1427731746"
Panama,PAN,"10817,8448032573","11590,4148089618","12284,064327353","12690,3622254719","12787,7865989393","12749,8239855411","13004,0676608492","13568,2250675722","14275,6672614056","14542,8114073091","14646,0335365807","14444,8142326183","14483,0845443685","14804,6245453189","15615,4005445744","16421,6075724098","17510,3489514996","19248,560340811","20760,491260457","20640,2157383346","21455,6831549617","23461,8735965497","25302,08078276","26576,8640377953","27440,5669788411","28512,9248173028","29410,6350691161","30526,3798548751","31125,6242447643","31543,6060613792","25510,2734507641","29037,9451962302"
Peru,PER,"5240,2576233326","5244,1446418329","5110,7374204864","5271,9818859568","5804,9993278689","6116,4387752364","6171,9552021841","6453,0213385795","6315,015416831","6303,4560533715","6375,6163158632","6329,4128801682","6596,550192172","6799,4496654646","7067,3556085194","7443,9311180636","7938,434951821","8548,6040272492","9262,1511361459","9298,0780034907","9996,9373225922","10539,981964216","11084,8739365499","11620,6444470691","11773,9441346308","12015,1871556329","12321,3181539792","12442,7464624852","12696,2362890388","12735,16827797","11176,9186091704","12514,6514108723"
Philippines,PHL,"4232,4775945668","4115,0171542867","4035,9281104322","4027,895301462","4106,6846341283","4197,344963448","4337,1964130166","4450,8546150874","4322,577123569","4364,2835417058","4455,6724634458","4495,3610491499","4567,2344676143","4703,6664213276","4914,0362350075","5058,0474865087","5227,5329973124","5465,1518235773","5596,913045053","5574,4526087435","5876,4781403397","5995,4309815264","6298,1600856683","6610,8512217618","6917,749149855","7235,0814014856","7616,0497693844","8001,7564800614","8365,7324505551","8731,860868896","7773,2602307322","8094,6929942247"
Palau,PLW,,,,,,,,,,,"13301,0236835902","14084,7936127112","14572,0403463247","14075,9355246173","14739,4488496309","15381,8349707348","15484,9791235535","16004,3390480164","15287,3820547486","14489,2224643719","14744,5280041951","15988,7203945432","16522,4633273551","16089,2076460289","17110,4897357963","18402,5285397479","18364,4804324811","17594,688861591","17587,0884398402","17605,4802594347","15952,2508355007","13785,3975299713"
Papua New Guinea,PNG,"2907,3514133312","3084,3437902477","3387,8592730664","3859,9471860592","3942,2366847535","3675,627219448","3819,6797534166","3541,3883560406","3289,6067941839","3235,6977400893","3047,9168378361","2942,6165839542","2841,1625452458","2808,1085902427","2791,8486157841","2875,0335742813","2935,9710942364","3068,0740479037","2966,0167686816","3072,6286164753","3283,7150474769","3225,0874768111","3282,8090153075","3317,8159637727","3669,913134637","3813,1142925936","3924,3559193907","3966,9474317277","3864,9445205557","3947,865490147","3741,5967197369","3677,4602126475"
Poland,POL,"11259,4374539943","10432,4553060386","10662,0805170735","11032,5539913076","11591,9988643683","12398,5241269417","13146,7560855391","13985,4335763903","14629,1983574495","15311,4429382645","16177,8676699697","16385,9971738588","16727,3397661722","17324,2161873998","18198,100044371","18844,5574819997","20012,6211116462","21437,4577379953","22334,7808599997","22951,7848210238","23692,9092287668","24874,1718607858","25258,5933172132","25490,3289111664","26488,2002530072","27667,6890834735","28497,1036117662","29958,1207092074","31739,2569617723","33159,749027584","32546,8259419319","34915,5235741243"
Pre-demographic dividend,PRE,"2608,6195212036","2360,3972952675","2349,3506917839","2269,1460515414","2200,2020892385","2206,4553098087","2269,9415373815","2355,2311435883","2444,2087894181","2477,2359986882","2536,2428240138","2578,5429865767","2637,235561466","2555,5088131259","2762,1404219002","2844,6503384572","2937,9394960733","3035,281780992","3133,1940651388","3179,770337635","3287,703557103","3324,5418318991","3375,1915117347","3460,6361288521","3532,3753493006","3547,1464611239","3541,9433665706","3506,5046245552","3503,2075310639","3519,0998376668","3342,939189263","3353,4448851402"
Puerto Rico,PRI,"21595,9839879216","21937,8976132054","22791,5706479761","23650,1145862472","24412,2819507003","25288,1125797994","25584,5658031854","26584,90666845","27894,4490966085","29251,0446739179","30124,700692417","31958,104784182","32209,4310762949","32206,4729804204","35016,9471273289","34370,7232457247","34030,0990703221","33831,9426752209","33403,4328873157","32930,3698368837","32960,699389748","33224,5738694412","33638,8741356827","33922,166947655","34070,262152425","34311,0382516917","34539,5955195025","34363,7546291317","34223,1013609956","34792,655492137","32387,1593768534","32632,8824945877"
Portugal,PRT,"23556,8562074936","24642,5996159056","24930,4506344601","24391,1998484727","24560,3570613836","25523,7060223176","26318,9751263398","27354,8368117354","28525,5174324377","29472,7098799307","30383,1378175177","30756,0189546063","30823,8490440796","30422,6020285721","30892,8198811263","31076,6441205289","31524,7495680309","32251,5690977426","32307,912767932","31269,4104613004","31798,1538079411","31304,8155263075","30156,7015822628","30042,8907185982","30444,6002091947","31118,7906703279","31847,5377347647","33044,7167387479","34040,7253873665","34945,6615139469","32011,3251586829","33674,5272009225"
Paraguay,PRY,"8818,6293705895","8888,4782979712","8808,7843904948","9013,5894574256","9262,5355690059","9661,0688988433","9588,7240137192","9774,3152366375","9572,0537151699","9248,5937364007","8862,1436921582","8640,3028386605","8515,9466673801","8773,1385297616","9022,7982901461","9113,4117511684","9451,7605568621","9865,326416904","10403,8405428603","10272,1771773849","11281,2557333508","11613,1685799089","11376,4073007467","12150,9715219326","12616,4142339973","12806,0966786058","13163,7401933187","13604,1747171995","13848,4991149602","13609,72300919","13317,3211184333","13687,6551218631"
West Bank and Gaza,PSE,,,,,"3951,2054928502","4047,1284877727","3916,9257752595","4294,7460980298","4786,4802358771","5052,0640723654","4503,2488487192","3980,933349039","3395,8550277912","3774,1323929437","4485,5254577103","4866,0284743013","4695,994726991","4750,9296924973","4965,3729495064","5250,1160753558","5411,0664822782","5782,6895932589","5985,6832472669","6118,2571813565","5967,0734370088","6048,9765972144","6438,9336402887","6401,7408913507","6318,2100676683","6245,4486971235","5402,5387727565","5643,0722428367"
Pacific island small states,PSS,"5140,2984788632","5026,8059546806","5244,9905982596","5315,9536417969","5502,8653004604","5645,1730099367","5780,2577948287","5608,0643591858","5606,8460334541","5864,6959712689","5687,5291167325","5692,8486051044","5762,3162280288","5788,2245822042","5968,7707710652","6011,3215677093","6065,2430147368","5986,6495692912","6018,7144193225","5905,7396856463","6048,253508084","6190,4229198769","6185,2336733737","6347,74963782","6548,2259024081","6734,4270710216","6880,8993535647","7104,1108887163","7248,4626652177","7208,5429654255","6243,489243364","5902,748810811"
Post-demographic dividend,PST,"32142,9497416098","32275,9340317073","32593,2808938547","32623,1530728954","33291,6171507754","33955,3908749372","34705,483346257","35639,4269195667","36410,2436979184","37477,9663402668","38807,0478542732","39249,9224250681","39672,2177083996","40286,1350567602","41394,894373459","42318,6477023019","43361,2195230875","44259,8288090841","44178,5656711703","42363,8832987161","43417,5110143058","44029,7584035522","44317,836385247","44700,2201092602","45280,0573880266","45978,950833452","46578,6298334479","47519,6853374841","48415,6015937471","49097,3545293904","46666,1038416974","49079,3111864146"
Qatar,QAT,,,,,,,,,,,"79400,4334133216","78498,1345452327","80083,0610521191","79140,6293267828","90782,7215779787","89448,0473272313","94361,6265066901","91736,7519577885","92067,8120274567","92450,2493790439","103902,519309744","111879,747777129","110931,506472375","109625,62960096","106141,326188823","101971,989607973","97783,1205191058","92177,595943793","91461,6164451973","90840,4290707598","89019,069857331","92862,3513123972"
Romania,ROU,"13378,4907535389","11751,874802925","10818,8653132587","10999,2286302526","11448,3434030231","12186,6080776822","12699,3623598705","12118,4007656212","11897,0189151188","11870,8275619603","12178,7538887498","12994,3252933104","13989,1538716294","14420,2945359166","16015,0512347524","16866,4924125262","18328,9312973742","19947,3114565776","22170,281515531","21122,296165664","20419,1876550651","21446,7705282654","21957,1505509869","22098,3309672392","23095,2787950679","23937,4605075254","24763,1341883498","26948,1590499284","28741,2264426397","30006,3351478468","29062,4734047507","30776,9306152852"
Russian Federation,RUS,"21482,748046875","20340,1328125","17367,640625","15870,60546875","13880,46484375","13308,205078125","12827,1162109375","13028,2080078125","12358,15234375","13189,7939453125","14569,9365234375","15378,08984375","16175,09765625","17434,80859375","18765,51953125","20042,814453125","21757,46484375","23647,265625","24887,853515625","22939,693359375","23961,220703125","24972,078125","25933,29296875","26332,396484375","26057,15625","25488,095703125","25490,708984375","25926,443359375","26656,41015625","27254,57421875","26583,796875","27960,1015625"
Rwanda,RWA,"932,6575602443","889,0788628363","920,2063991881","819,1105839702","478,4682009985","765,9823330242","731,3328581165","729,3162580015","769,0556359094","793,0113230635","848,7543235112","908,0087807718","1009,5805485463","1008,2497456444","1055,7565797765","1124,7709155947","1196,2478273028","1253,3409883579","1356,3650888768","1403,5586922655","1467,7362945902","1544,4098010769","1637,1008484893","1674,060922463","1735,5454499707","1844,7168961838","1907,681680259","1934,9729552946","2050,4408687276","2191,4016088861","2067,6417079297","2238,9573228898"
South Asia,SAS,"1963,0358444145","1960,6070242645","2029,0298409011","2069,8529140782","2145,2930649565","2243,7293408317","2345,8676864466","2384,1595604009","2464,7267367698","2598,9356531537","2653,6699106094","2719,1634144258","2763,3695639319","2909,0439725049","3073,071140101","3249,6297850806","3441,6348826464","3635,5433317273","3699,772143047","3898,8712026742","4127,931343053","4275,2866756308","4446,0016900649","4651,3846746269","4909,9019811701","5205,7125495199","5537,5727821204","5827,1341585566","6123,9852500338","6287,8601812311","5896,236736221","6299,5947863872"
Saudi Arabia,SAU,"41984,8276896729","46402,7227122004","46502,1315582192","44415,5464566408","43396,6438395144","42288,40462816","42237,7644795735","41572,9002071859","41659,5821364543","39066,9270193723","40234,8175385465","38778,47732518","36789,9202027998","39993,4759215569","42243,9691809415","43253,4858055393","42733,8865645517","41846,281212876","42780,6829957569","40360,4009191638","41056,5473353955","44053,9965155847","45427,5735349332","45674,3247826365","46394,9040135361","47379,356297894","47210,2319714419","45795,513530403","45840,84170885","44954,9911895249","42891,6870586268","44339,3126261594"
Sudan,SDN,"2756,5300292969","2909,6162109375","3052,7431640625","3140,0251464844","3095,8715820313","3195,8994140625","3303,66796875","3811,5217285156","3887,1403808594","3911,6005859375","4040,6120605469","4183,4326171875","4316,2915039063","4467,1220703125","4571,087890625","4692,173828125","4847,587890625","4964,306640625","4993,87109375","4707,3461914063","4745,2973632813","5047,333984375","4711,0595703125","4692,2778320313","4776,6201171875","4718,9189453125","4733,017578125","4613,9501953125","4349,2099609375","4133,1303710938","3874,8002929688","3701,0690917969"
Senegal,SEN,"2469,6031881917","2463,9236350048","2427,5108609856","2393,8766883115","2330,0718801653","2396,0943609009","2386,2417141112","2402,3808749772","2486,402663385","2582,1206440532","2620,097975662","2668,7659124586","2606,8773134279","2685,8151992704","2741,1240781499","2787,5268917176","2779,2237811679","2783,5371970194","2811,4758015839","2812,5490730502","2830,1532442829","2790,8974102961","2824,5328528697","2815,2815250367","2910,2888637151","3012,3833740178","3118,4234944765","3259,1925798737","3368,8585959074","3430,483882091","3383,8884528606","3495,4035999634"
Singapore,SGP,"37289,7517037699","38667,7505813265","40014,8260629655","43486,2342244284","46819,5229925581","48677,5874834575","50230,8820661868","52611,7890805827","49740,2446433684","52166,0225765605","55904,2335996225","53833,7275340413","55437,5578906233","58819,9560532563","63862,1234385692","66973,5456557457","70756,4414304374","73992,123782875","71464,9282005931","69430,4846710326","78115,2118082776","81258,0849049829","82805,6144462007","85400,7251371399","87616,6375266979","89160,7271592149","91146,095854936","95310,3338580206","98336,9564940066","98283,3089080861","94505,6361597191","106032,224754147"
Solomon Islands,SLB,"2192,0650268314","2255,5342012021","2468,3400725031","2493,3425953056","2618,2609051439","2800,3268441399","2765,2216373854","2664,1681698242","2625,2182223467","2543,3956950201","2125,770506289","1910,3496223397","1814,1625923089","1888,6979337004","1988,2504868808","2087,2010420004","2125,3665943487","2153,8816378296","2237,5131318703","2250,0083867235","2411,070957009","2527,8708833419","2526,1467948389","2591,8025837575","2556,7271215232","2534,7257226337","2609,744721875","2625,0890257752","2633,288475147","2616,8630428831","2469,107610913","2406,113601948"
Sierra Leone,SLE,"1451,2540375004","1467,4798843618","1209,6337175411","1227,9383969723","1198,6503742214","1100,416101828","1113,7345977258","1034,5584315388","1042,3893572493","1016,0107233371","1057,8556613236","935,03860378","1116,9664529578","1172,8910904415","1209,0588180304","1230,1787185115","1254,236774499","1325,7786860195","1362,5461008976","1368,0307564693","1401,574125148","1450,4935432154","1627,3399583358","1914,7379740299","1952,6921924318","1513,5620171427","1566,8431248524","1593,4835286502","1610,1619233992","1655,6851704944","1586,1960390309","1614,6980708642"
El Salvador,SLV,"5191,9714568217","5178,945921166","5451,6311227522","5688,1147962422","5890,0983603431","6109,7461345377","6107,3214895128","6249,9158649966","6369,4091316304","6464,5316876782","6499,4507229653","6524,1962417988","6601,2629462959","6687,2732813666","6736,9067044518","6916,6936623322","7221,4995244467","7343,9107283755","7470,7513786838","7287,1759161935","7412,9778026884","7665,948060432","7851,7017439003","7995,6329103652","8100,9753061655","8266,7225787575","8450,2508800789","8617,9217082453","8812,2009379822","9021,4260222922","8267,2510239475","9086,0470981914"
San Marino,SMR,,,,,,,,"66407,5139212185","70264,447114394","75441,8387711065","75881,8484368652","78614,202693694","77070,9742314626","78286,9016424402","80463,8951122995","81256,1442831494","83098,2496299073","87795,6645372441","86422,5481442955","76607,0856909794","71156,097992499","63458,8155473964","57854,3183289934","57136,9045416551","56558,8718552124","57542,9840811896","58432,5023655202","58201,5271010611","58898,0580772496","60076,0113443406","56364,2141631912",
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,"889,1666770491","925,5770667259","1029,699218169","1076,1983328722","1059,1439322551","1098,492831758","1138,2859374749","1127,4185339947","1136,735989013"
Serbia,SRB,,,,,,"7753,5868976041","8247,4580023804","8866,6674364758","9197,7091779349","8361,1128210181","8902,199972549","9530,936301842","10148,3957971203","10616,2435253621","11601,7374950365","12280,1920062054","12958,2909954372","13848,7808393736","14694,4312993886","14350,4452129436","14513,5816966961","14926,4944902974","14896,8834747981","15402,5616881705","15229,0676450087","15581,0138180043","16185,7417518037","16614,0141902782","17455,9451229803","18310,08097105","18265,9675990825","19831,2975207933"
Sub-Saharan Africa (excluding high income),SSA,"2929,1455980363","2865,4938438636","2784,1229897083","2692,8673346905","2651,4459625328","2675,2226857814","2739,6108140135","2784,7041887665","2782,4221697606","2774,8123800589","2797,6535729852","2841,5566249904","2934,7930140226","2977,3077370079","3089,7632558485","3191,0248358677","3297,0790245118","3407,5380464214","3489,3557585246","3491,9904844579","3597,7203966665","3654,7508016572","3683,0490171695","3763,0650846503","3841,5465905408","3851,2054101285","3810,8754215606","3811,5494305763","3820,3521240982","3824,222104564","3655,4187515305","3714,8832278757"
Sub-Saharan Africa,SSF,"2930,7515424484","2867,1148927859","2785,8524953636","2694,6845340584","2653,195529541","2676,9010121919","2741,3287834814","2786,6113664793","2784,4609674735","2776,8367750934","2799,6542924406","2843,4465514355","2936,6374797395","2978,9747246945","3091,3170087919","3192,6915491996","3298,8675577352","3409,4831811055","3491,1815268454","3493,7403569679","3599,5241294407","3656,677023244","3684,9445442654","3765,0273741383","3843,5448311838","3853,2708686954","3813,0122362562","3813,7359094648","3822,5564143762","3826,4426835466","3657,4009117999","3716,9844594634"
Small states,SST,,,,,,,,"12071,0914966024","12245,7225101911","12436,2275469082","12813,0382546498","13102,9135453046","13470,5990892226","13929,2718323232","14775,3880522719","15276,479620906","16344,5304434079","17272,7505982572","17878,7615952663","17579,0524557969","18434,519781938","19254,9424145245","19577,7797075559","19862,4046561184","20159,5284591836","20214,5142667955","20236,4314188704","20128,9508923382","20217,7308654979","20344,7522306113","19024,9087522847","19599,8544707391"
Sao Tome and Principe,STP,,,,,,,,,,,,"2558,9834816762","2581,7236420899","2724,493824356","2750,4946199925","2860,1889061465","3037,7755964614","3072,0234761773","3185,3728450691","3187,1222600945","3324,9163469246","3398,2759138146","3433,4435119414","3527,5642536741","3687,4404928581","3762,569777064","3852,0841559918","3934,8942003742","3987,3836533969","4013,7218972545","4058,6739812089","4052,1233615807"
Suriname,SUR,"13633,7507927564","13893,3088997738","13831,1787492113","12817,2940193593","13123,4244606041","12883,5426749103","12738,4297504029","13195,3704742255","13239,7907019416","12812,7731837027","12848,6066387932","13157,6180620711","13300,3001550147","13910,5054857147","14892,1217675447","15391,9993973726","16102,7255199657","16735,9244945515","17233,7648070066","17554,2657854695","18255,6258203426","19111,1725732335","19415,5776072619","19778,3064061161","19629,2232469609","18768,7948914605","17662,6821226975","17753,0602652976","18438,3466682543","18449,1992080755","15329,1791058045","14766,7480012983"
Slovak Republic,SVK,,,"11663,992330789","11840,4792595749","12525,7880943071","13218,9921162575","14064,2739294874","14870,2196437424","15455,6010850632","15423,4831045824","15624,5397672777","16162,4808121368","16897,4603971863","17838,4034249237","18783,8957986386","20026,0753787482","21725,9265662","24072,260266227","25392,4766828873","23975,2117503112","25561,7062919058","26210,7581840191","26511,2699367746","26650,3640050253","27342,6272590659","28728,1560075755","29248,8845824641","30061,5514717196","31229,8632709979","31973,4616323691","30867,9723975671","31866,025082395"
Slovenia,SVN,,,,,,"21480,327975747","22182,2116895007","23333,7196815717","24151,5389832882","25421,2948966234","26276,9445587635","27079,4748981347","27994,0619768923","28805,3851190536","30041,8145706637","31128,8298416043","32812,7384858502","34907,3688265664","36075,4669688206","33052,2275423946","33350,6135931956","33568,067345579","32613,4905292711","32234,0257587339","33093,750438441","33799,725526308","34853,0421239497","36507,5530416531","37995,7163789561","39034,2332483558","37098,119340397","40036,4854356389"
Sweden,SWE,"34156,8202971425","33536,0149056118","32953,6182903423","32086,0126428301","33110,8255761839","34233,7027776288","34719,1107469171","35764,6847640308","37286,0953943757","38839,4262714954","40625,3620520538","41103,7264589774","41870,2591560099","42678,2841388566","44354,3910620977","45440,2967492535","47292,3136933265","48557,3843477247","47963,4937520407","45492,768174936","47791,3715245947","48947,4393112155","48300,8425001578","48462,1600029489","49258,9961639539","50928,962975552","51334,4320301641","51947,9542478244","52349,2924275599","52850,5691792533","51331,2822226344","53613,4217306257"
Eswatini,SWZ,"4909,2663055547","4795,228559674","4760,2475147431","4762,4976076092","4875,3680310025","5111,515255389","5198,7880157228","5267,3271182418","5326,9360476933","5412,9780056191","5443,4393569793","5443,2789393785","5630,8040773416","5805,161843036","5976,211801973","6298,5311443977","6639,7184415883","6894,0875771464","6913,3484292696","6989,3779100673","7221,3359642016","7347,2045886598","7701,393989184","7949,587933502","7969,2077128319","8088,7344805841","8113,2396065803","8213,920625195","8342,9976664744","8501,2663346484","8290,4094507997","8856,8289743145"
Seychelles,SYC,"14884,887775946","15093,3909409801","16100,2425172439","16745,325230525","16174,6048637843","15806,9543811041","16342,7184060275","18084,1033072948","19224,1187730117","19203,080606402","19320,6408908562","18865,3280621831","18519,1854009318","17627,2685407876","17188,348159085","18649,6839213815","19983,7599686325","21953,9897313226","21007,5800693961","20694,004660655","21322,5387018263","23617,0290623843","23681,346885245","24647,0780658808","25359,8464605743","26198,7213039538","27234,4132259153","28116,7104861277","28740,5498495021","29369,5287251282","26879,7700447856","28760,5162517803"
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,"25731,2832531353","24476,3417801933","23624,2876780084","24661,1450526","26284,7219931526","26931,7280255368","25207,8316863304","25567,9180658069","25933,5112061295","18474,8659948769","18512,4574253306"
Chad,TCD,"1027,2444225768","1075,1840866417","1113,2216997161","917,1848610972","987,9856133502","957,2465099626","936,1237063598","955,7834782914","987,9828784463","947,7035475255","907,8335136207","980,4697626109","1027,669985219","1133,065467349","1448,4099900066","1632,9542335052","1586,3641051889","1583,7002275859","1576,7651972815","1586,4544401688","1741,0539976033","1682,6577462156","1769,3249204559","1804,8231325982","1861,6929035836","1853,259364562","1683,4780884836","1579,7606004763","1563,5439331455","1561,9966725693","1489,1867121797","1425,494512454"
